Date,Startup,Vertical,SubVertical,City,Investors,Round,Amount,Year,month_num,month_name,Month_Year,Investor_num
2015-07-08,Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Funding,855.8,2015,7,July,July-2015,6
2015-07-08,Flytxt,Big Data & Analytics platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Funding,94.138,2015,7,July,July-2015,2
2015-07-08,Axtria,Big Data & Analytics platform,,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Funding,256.74,2015,7,July,July-2015,5
2015-07-08,33Coupons,Coupon Aggregator Platform,,Kanpur,Not Disclosed,Angel Funding,0.17116,2015,7,July,July-2015,1
2015-07-08,Ampere,Electric Scooter manufacturer,,Coimbatore,Ratan Tata,Angel Funding,0.0,2015,7,July,July-2015,1
2015-07-08,Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Angel Funding,4.02226,2015,7,July,July-2015,1
2015-07-08,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Funding,64.185,2015,7,July,July-2015,1
2015-07-08,Lendingkart,Online Finance lending platform,,Ahemdabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Funding,85.58,2015,7,July,July-2015,4
2015-07-08,Lybrate,Healthcare Mobile App,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Funding,87.2916,2015,7,July,July-2015,3
2015-07-08,Zoomcar,Self-driven vehicle rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Funding,94.138,2015,7,July,July-2015,3
2015-07-09, News in shorts, News Aggregator mobile app,,Noida, Tiger Global,Private Funding,171.16,2015,7,July,July-2015,1
2015-07-09, Bluestone, Online Jewellery Store,,Bangalore," IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Funding,138.6396,2015,7,July,July-2015,3
2015-07-09, Shopsity, Fashion Info Aggregator App,,Gurgaon,"  Sandeep Aggarwal, Teruhide Sato",Angel Funding,0.0,2015,7,July,July-2015,2
2015-07-09, Notesgen, Online Study Notes Marketplace,,New Delhi," Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Angel Funding,0.0,2015,7,July,July-2015,3
2015-07-10, Footprints Education, Pre-School Chain,,Gurgaon," LetsVenture, Kumar Bansal, Kshitij Jain",Angel Funding,5.86223,2015,7,July,July-2015,3
2015-07-10, Loylty Rewards, Premium Loyalty Rewards Point Management,,Mumbai, IndianIdeas.com,Private Funding,165.5973,2015,7,July,July-2015,1
2015-07-13, Ameyo, Contact Center Software Platform,,Gurgaon, Forum Synergies PE Fund,Private Funding,42.79,2015,7,July,July-2015,1
2015-07-13, Mamagoto, Casual Dining restaurant Chain,,New Delhi, Goldman Sachs,Private Funding,85.58,2015,7,July,July-2015,1
2015-07-13, Satvacart, Online Grocery Delivery,,Gurgaon, Palaash Ventures,Angel Funding,0.0,2015,7,July,July-2015,1
2015-07-14,MySmartPrice,Online comparison engine,,Hyderabad,"Accel Partners, Helion Venture Partners",Private Funding,85.58,2015,7,July,July-2015,2
2015-07-14,Zenify,Residential Rental management platform,,Bangalore,Atul Jalan,Angel Funding,0.0,2015,7,July,July-2015,1
2015-07-14,Boxmyspace,Physical Storage warehouses,,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Angel Funding,2.5674,2015,7,July,July-2015,4
2015-07-14,HackerRank,Tech Recruitment platform,,Bangalore,HR Technology fund,Private Funding,64.185,2015,7,July,July-2015,1
2015-07-14,WickedRide,Bike Rental Platform,,Bangalore,Undisclosed,Angel Funding,6.76082,2015,7,July,July-2015,1
2015-07-14,WoWexpress,Tech enabled logistics platform,,Mumbai,Tamarind Family Private Trust,Angel Funding,4.279,2015,7,July,July-2015,1
2015-07-15,Oyo Rooms,Budget Hotel Accommodation,,Gurgaon,"Softbank, Sequoia Capital",Private Funding,855.8,2015,7,July,July-2015,2
2015-07-15,Mobikon,Restaurant customer engagement platform,,Pune,Jungle Ventures,Private Funding,19.6834,2015,7,July,July-2015,1
2015-07-15,InstaLively.com,Live video streaming app,,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Angel Funding,0.0,2015,7,July,July-2015,4
2015-07-15,Roadrunnr,Hyper local logistics platform,,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Funding,94.138,2015,7,July,July-2015,3
2015-07-16,Ketto,Crowd Funding Platform,,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Angel Funding,5.9906,2015,7,July,July-2015,2
2015-07-17,QuikWallet,F&B sector Mobile Payment platform,,Mumbai,Snow Leopard Technology Ventures,Private Funding,13.6928,2015,7,July,July-2015,1
2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,,Mumbai,"Sumit Gandhi, Manish Gandhi",Angel Funding,0.8558,2015,7,July,July-2015,2
2015-07-20,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global, Orios Venture Partners.",Private Funding,128.37,2015,7,July,July-2015,2
2015-07-20,Innoviti,Payment Solutions platform,,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Funding,41.5063,2015,7,July,July-2015,2
2015-07-21,ZenRadius,Online Hiring Platform,,Bangalore,"Tracxn Labs, Deepak Singh",Angel Funding,0.0,2015,7,July,July-2015,2
2015-07-21,Joy by nature,Organic Food ecommerce,,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Funding,8.558,2015,7,July,July-2015,3
2015-07-22,Iqlect,Big Data & Analytics platform,,Bangalore,Exfinity Venture Partners,Private Funding,17.116,2015,7,July,July-2015,1
2015-07-22,deGustibus,Fine Dining Restaurant Chain,,Mumbai,India Value Fund Advisors,Private Funding,256.74,2015,7,July,July-2015,1
2015-07-23,Nestaway,Luxury Rental Homes,,Bangalore,"Flipkart, Tiger Global",Private Funding,109.1145,2015,7,July,July-2015,2
2015-07-23,Myonsto,Online Grocers,,Ahemdabad,Jayant Bokadia,Angel Funding,2.73856,2015,7,July,July-2015,1
2015-07-23,iCrushiFlush,Casual Dating App,,Mumbai,IDG Ventures India,Angel Funding,0.0,2015,7,July,July-2015,1
2015-07-23,MedGenome,Clinical Genomics Provider,,Bangalore,Sequoia Capital,Private Funding,171.16,2015,7,July,July-2015,1
2015-07-23,HolidayIQ,Travel information portal,,Bangalore,MakeMyTrip,Private Funding,128.37,2015,7,July,July-2015,1
2015-07-23,Fitternity,Fitness Marketplace,,Mumbai,Exfinity Venture Partners,Private Funding,8.558,2015,7,July,July-2015,1
2015-07-23,Quikr,Online & Mobile classified listings,,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Funding,513.48,2015,7,July,July-2015,3
2015-07-23,JetSetGo,Private Jet/ Helicopter Marketplace,,New Delhi,YourWeCan Ventures,Angel Funding,0.0,2015,7,July,July-2015,1
2015-07-24,BroEx,Real Estate Broker network App,,Gurgaon,Lightspeed India,Private Funding,8.558,2015,7,July,July-2015,1
2015-07-25,Shopatplaces,Ethnic/ Traditional Fashion Store,,New Delhi,Indian Angel Network,Angel Funding,0.0,2015,7,July,July-2015,1
2015-07-25,CredR,Used Bikes Marketplace,,Mumbai,Fidelity Growth Partners,Private Funding,128.37,2015,7,July,July-2015,1
2015-07-27,ManageMySpa,Spa & Salon Management Software,,Hyderabad,Accel Partners,Private Funding,51.348,2015,7,July,July-2015,1
2015-07-27,Townrush,B2B logistics delivery platform,,Bangalore,Lightspeed Venture Partners,Angel Funding,0.0,2015,7,July,July-2015,1
2015-07-27,Locus,Logistics Automation Platform,,Bangalore,"growX ventures,  Manish Singhal",Angel Funding,0.0,2015,7,July,July-2015,2
2015-07-27,Bevy,Online Hiring Platform,,Bangalore,Varun Agarwal & Others,Angel Funding,0.0,2015,7,July,July-2015,1
2015-07-28,Pepperfry,Online home d\\xc3\\xa9cor marketplace,,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Funding,855.8,2015,7,July,July-2015,3
2015-07-28,Flipkart.com,Online Marketplace,,Bangalore,Steadview Capital and existing investors,Private Funding,5990.6,2015,7,July,July-2015,1
2015-07-28,Opinio,Hyperlocal food & grocery store,,Bangalore,"Accel Partners, Traxcn Labs & Others",Angel Funding,11.1254,2015,7,July,July-2015,2
2015-07-28,Zoctr,Health-Tech platform,,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Angel Funding,8.558,2015,7,July,July-2015,2
2015-07-29,Zimmber,Hyperlocal Handyman Services,,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,  Mohandas Pai",Private Funding,17.116,2015,7,July,July-2015,4
2015-07-29,trueHb,Medical Tech Instruments,,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Angel Funding,20.5392,2015,7,July,July-2015,3
2015-07-29,Zovi.com / Little App,Hyperlocal Deals Marketplace,,Bangalore,"Paytm, SAIF Partners,  Tiger Global Management & others",Private Funding,427.9,2015,7,July,July-2015,3
2015-07-29,Swajal,Innovative Water Solutions,,Gurgaon,Abhishek Gupta,Private Funding,10.2696,2015,7,July,July-2015,1
2015-07-30,Pipa Bella,Online Jewelry Store,,Mumbai,LionRock Capital,Private Funding,5.1348,2015,7,July,July-2015,1
2015-07-30,Pragmatix,Business intelligence & Analytics,,Mumbai,SIDBI Venture Capital Ltd,Private Funding,20.5392,2015,7,July,July-2015,1
2015-07-30,Droom.in,Used Vehicle Marketplace,,New Delhi,"Lightbox Ventures, Beenos",Private Funding,136.928,2015,7,July,July-2015,2
2015-07-30,MadRat Games,Educational Board Games,,Bangalore,"Kunal Bahl, Rohit Bansal",Angel Funding,1.437744,2015,7,July,July-2015,2
2015-07-30,Noodle Play,Chinese food delivery,,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Angel Funding,1.437744,2015,7,July,July-2015,3
2015-07-30,Wassup,On-Demand Laundry & Dry cleaning App,,Chennai,B S Nagesh,Private Funding,0.0,2015,7,July,July-2015,1
2015-07-30,Cartisan,On-Demand Car services App,,Bangalore,"YouWeCan Ventures,  Aprameya Radhakrishna",Angel Funding,0.0,2015,7,July,July-2015,2
2015-07-31,LazyLad,Hyperlocal Grocery App,,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Funding,4.279,2015,7,July,July-2015,3
2015-07-31,TripFactory,Online Curated Holiday package bookings,,Bangalore,"Aarin Capital Partners,",Private Funding,0.0,2015,7,July,July-2015,2
2015-07-31,Prothom,Hasbro Toy Manufacturer,,Pune,Oliphabs Capital,Private Funding,17.116,2015,7,July,July-2015,1
2015-07-31,Bona Vita,Travel Tech,,Gurgaon,MakeMyTrip,Private Funding,42.79,2015,7,July,July-2015,1
2015-06-01,Vyomo,Beauty and Wellness Platform,,New Delhi,Aprameya Radhakrishna,Angel Funding,0.0,2015,6,June,June-2015,1
2015-06-01,Veeba Foods,Healthy Food Manufacturer,,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Funding,51.348,2015,6,June,June-2015,2
2015-06-01,Truebil,Used Car Marketplace,,Mumbai,"Kae Capital, Anupam Mittal",Angel Funding,4.279,2015,6,June,June-2015,2
2015-06-01,Meritnation,Online Learning Platform,,New Delhi,InfoEdge,Private Funding,34.232,2015,6,June,June-2015,1
2015-06-01,Eattreatonline,Healthy Food Online Community,,New Delhi,Group of 15 Angel Investors,Angel Funding,2.9953,2015,6,June,June-2015,1
2015-06-01,CredR,Used two-wheeler Marketplace,,Mumbai,GrowthStory,Angel Funding,0.0,2015,6,June,June-2015,1
2015-06-01,Glamrs,Online Fashion Video Portal,,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Funding,8.558,2015,6,June,June-2015,4
2015-06-01,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse Ventures,Private Funding,4.7069,2015,6,June,June-2015,1
2015-06-01,Arth DesignBuild,Architectural Design & Consulting,,Hyderabad,Srinivas Tirupati,Angel Funding,4.279,2015,6,June,June-2015,1
2015-06-02,Saama,Big Data & Analytics Services,,Pune / US,Carrick Capital Partners,Private Funding,299.53,2015,6,June,June-2015,1
2015-06-02,AllIzHealth,Preventive Healthcare Services,,Pune,Mumbai Angels & Other angel investors,Angel Funding,2.9953,2015,6,June,June-2015,1
2015-06-02,Karma Healthcare,Tech-enabled Rural Healthcare Services,,Udaipur,Ennovent Impact Investment Holding,Private Funding,0.0,2015,6,June,June-2015,1
2015-06-03,Entropy Innovations,Engineering Innovations,,Mumbai,Mark Mobius & 9 Other Angel investors,Angel Funding,0.0,2015,6,June,June-2015,1
2015-06-03,Propstack,Real Estate Intelligence Platform,,Mumbai,DMG Information,Private Funding,25.674,2015,6,June,June-2015,1
2015-06-03,MyTaxiIndia,Online Car Rental Affiliates,,New Delhi,Green House Ventures,Angel Funding,0.8558,2015,6,June,June-2015,1
2015-06-03,Arkin Net,Data Center Software platform,,Pune / US,Nexus Venture Partners,Private Funding,128.37,2015,6,June,June-2015,1
2015-06-03,Little Black Book Delhi,Online City & Lifestyle Guide,,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Angel Funding,1.2837,2015,6,June,June-2015,4
2015-06-03,MyPoolin,P2P Payments platform,,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,  Arjun Malhotra, Gautam Gandhi",Angel Funding,0.0,2015,6,June,June-2015,7
2015-06-03,iCustomadeit,Bespoke Merchandize Marketplace,,Pune,"Virendra Shahney, Dr Paresh Doshi",Angel Funding,2.1395,2015,6,June,June-2015,2
2015-06-03,KAARYAH,Women Lifestyle Marketplace,,Gurgaon,Ratan Tata,Angel Funding,0.0,2015,6,June,June-2015,1
2015-06-04,Ecom Express,Logistics Solution Provider,,New Delhi,Warburg Pincus,Private Funding,1172.446,2015,6,June,June-2015,1
2015-06-04,Vidooly,Video Intelligence Platform,,Noida,Bessemer Venture Partners,Private Funding,8.558,2015,6,June,June-2015,1
2015-06-04,Zopper,Hyperlocal Shopping App,,Mumbai,"Tiger Global,  Nirvana Ventures Advisors",Private Funding,171.16,2015,6,June,June-2015,2
2015-06-04,Flipkart,eCommerce platform,,Bangalore,Morgan Stanley,Private Funding,427.9,2015,6,June,June-2015,1
2015-06-05,Medwell Ventures,Healthcare\\nService provider,,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Funding,85.58,2015,6,June,June-2015,2
2015-06-05,Jugnoo,Auto Rickshaw Based Services,,Chandigarh,"Snow Leopard, Paytm",Private Funding,42.79,2015,6,June,June-2015,2
2015-06-08,PosterGully,Artist / Designer Marketplace,,New Delhi,"Natarajan Iyer,Rajesh Sawhney,  & other Angel investors.",Angel Funding,0.0,2015,6,June,June-2015,3
2015-06-08,Applied Solar Technologies,Off-grid Solar Power,,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Funding,342.32,2015,6,June,June-2015,3
2015-06-09,Clovia,Private Label lingerie Ecommerce,,New Delhi,IvyCap Ventures,Private Funding,42.79,2015,6,June,June-2015,1
2015-06-09,Swiggy,Online Food Ordering,,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Funding,141.207,2015,6,June,June-2015,3
2015-06-09,PayMango,Mobile Commerce Platform,,Gurgaon,Group of Angel Investors,Angel Funding,2.002572,2015,6,June,June-2015,1
2015-06-09,Printland,Online Printing Services,,New Delhi,SIDBI Venture Capital Ltd,Private Funding,0.0,2015,6,June,June-2015,1
2015-06-09,Teritree,Digital Marketing Services,,Bangalore,KCL,Angel Funding,1.19812,2015,6,June,June-2015,1
2015-06-10,Guiddoo,Travel Guide Mobile App,,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Angel Funding,0.0,2015,6,June,June-2015,2
2015-06-10,Voonik,Fashion Ecommerce store,,Bangalore,"Sequoia Capital, Seedfund",Private Funding,42.79,2015,6,June,June-2015,2
2015-06-11,AdStringO,Mobile Compression Software,,Mumbai,"Arihant Patni, Vishal Khare,  Viswanath Ramachandran",Angel Funding,2.9953,2015,6,June,June-2015,3
2015-06-11,Faircent.com,Peer to Peer Lending platform,,Gurgaon,M&S Partners Pte. Ltd,Angel Funding,2.1395,2015,6,June,June-2015,1
2015-06-12,La Renon,Global Healthcare products,,Ahemdabad,Sequoia Capital,Private Funding,136.928,2015,6,June,June-2015,1
2015-06-15,Homelane,Home Furnishing Solutions,,Bangalore,Sequoia Capital,Private Funding,427.9,2015,6,June,June-2015,1
2015-06-15,iSTAR,Skill Training & Placement Platform,,Bangalore,Unitus Seed Fund,Private Funding,0.0,2015,6,June,June-2015,1
2015-06-15,Shippr,Intra-City Logistics service,,Bangalore,i2india Pvt Ltd,Angel Funding,4.279,2015,6,June,June-2015,1
2015-06-16,FoodAbhi,online tiffin service aggregator,,Mumbai,Group of angel investors,Angel Funding,0.0,2015,6,June,June-2015,1
2015-06-16,Karma Recycling,Electronic Goods recycling service,,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Funding,0.0,2015,6,June,June-2015,2
2015-06-16,CouponRaja,Online Coupon & comparison platform,,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Angel Funding,4.279,2015,6,June,June-2015,2
2015-06-17,Babychakra,Parents & Kids Online platform,,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Angel Funding,0.0,2015,6,June,June-2015,7
2015-06-17,Jiffstore,Online Grocery platform,,Bangalore,"Unitus Seed Fund, Times Internet",Angel Funding,0.0,2015,6,June,June-2015,2
2015-06-17,MyDentist,Dental Clinic chain,,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Funding,70.1756,2015,6,June,June-2015,3
2015-06-18,Moovo,On-Demand Logistics Service,,New Delhi,YouWeCan Ventures,Angel Funding,0.0,2015,6,June,June-2015,1
2015-06-18,Fracktal Works,3D Printer Manufacturer,,Bangalore,Neoteric Infomatique Limited,Private Funding,25.674,2015,6,June,June-2015,1
2015-06-18,Hansa Customer Equity,IT / Customer Engagement Consulting,,Mumbai,ASK Pravi,Private Funding,42.79,2015,6,June,June-2015,1
2015-06-18,HealthifyMe,Health & Fitness App,,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani",Private Funding,0.0,2015,6,June,June-2015,4
2015-06-18,CAKART.in,Online Education Marketplace,,Bangalore,Sunil Maheshwari & group of investors,Angel Funding,0.0,2015,6,June,June-2015,1
2015-06-19,Housejoy,Home services marketplace,,Bangalore,Matrix Partners,Private Funding,34.232,2015,6,June,June-2015,1
2015-06-19,FundsIndia.com,Financial Services Platform,,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners",Private Funding,94.138,2015,6,June,June-2015,3
2015-06-20,Cupick,Social Network for Artists,,Bangalore,Group of Angel Investors from US/India,Angel Funding,1.02696,2015,6,June,June-2015,1
2015-06-20,Tracxn,Startup funding platform,,Bangalore,"Sachin Bansal, Bunny Bansal & other investors",Private Funding,85.58,2015,6,June,June-2015,2
2015-06-21,Holachef,Food Delivery Platform,,Mumbai,"Kalaari Capital, India Quotient",Private Funding,26.5298,2015,6,June,June-2015,2
2015-06-22,elong,Data Driven recruitment recommendation,,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy",Private Funding,42.79,2015,6,June,June-2015,5
2015-06-22,Ixigo,Travel Search Engine,,Gurgaon,Micromax Informatics,Private Funding,0.0,2015,6,June,June-2015,1
2015-06-22,SkillAngels,Brain Games Platform,,Chennai,Sprout Angels LLP,Angel Funding,0.0,2015,6,June,June-2015,1
2015-06-22,Vidgyor,Video Advertisement Platform,,Bangalore,AngelPrime,Angel Funding,4.279,2015,6,June,June-2015,1
