Date,Startup,Vertical,SubVertical,City,Investors,Round,Amount,Year,month_num,month_name,Month_Year,Investor_num
2017-05-05,HealthMir,Consumer Internet,AI-based health content platform,New Delhi,Nimit Panigrahi,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-05,Uactive,Consumer Internet,Health-based social networking & discovery App,Mumbai,Hinduja family,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-05,i-lend,Consumer Internet,Peer-to-peer lending platform,Hyderabad,50K Ventures,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-05,Good Methods Global,Technology,Cloud Based Practice Management Software,Trivandrum,Accel Partners,Private Funding,0.0,2017,5,May,May-2017,1
2017-05-05,Balance App,Consumer Internet,Money Savings & Management App,Bangalore,Rainmatter,Angel Funding,1.994014,2017,5,May,May-2017,1
2017-05-08,YepMe,eCommerce,Private Label Fashion etailer,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Funding,5.9906,2017,5,May,May-2017,2
2017-05-08,Nightstay,Consumer Internet,Last minute hotel booking mobile app,New Delhi,"Indian Angels Network, LetsVenture",Angel Funding,0.0,2017,5,May,May-2017,2
2017-05-08,Devourin,Technology,Restaurant Automation Solution,Pune,Deepak Nathani,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-08,MyGreens,Food & Beverage,Cold-press Juices manufacturer,New Delhi,"Ajay Relan, LetsVenture",Angel Funding,8.558,2017,5,May,May-2017,2
2017-05-08,Ace Turtle,Technology,Omni-Channel Platform,Bangalore,"Vertex Ventures, C31 Ventures",Private Funding,42.79,2017,5,May,May-2017,2
2017-05-08,CureFit,Technology,Health-Tech Platform,Bangalore,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Funding,27.3856,2017,5,May,May-2017,6
2017-05-09,Curie Labs,Technology,Energy Analytics startup,New Delhi,Satoshi Studios,Angel Funding,0.4279,2017,5,May,May-2017,1
2017-05-09,Uncanny Vision,Technology,Computer Vision on Embedded Systems,Bangalore,Anand Chandrasekaran,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-09,Anchanto,Technology,Ecommerce Fulfilment and Technology Platform,Pune,Luxasia Group,Private Funding,0.0,2017,5,May,May-2017,1
2017-05-09,Sequretek,Technology,IT Security & Data Management Services,Mumbai,"GVFL, Unicorn India Ventures",Private Funding,0.0,2017,5,May,May-2017,2
2017-05-10,Lucideus,Technology,Cyber Security Startup,New Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,  Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Angel Funding,0.0,2017,5,May,May-2017,7
2017-05-10,Vidooly,Consumer Internet,Video Intelligence platform,Noida,"Times Internet, GVFL",Private Funding,11.9812,2017,5,May,May-2017,2
2017-05-10,Shopclues,eCommerce,Online marketplace,Gurgaon,InnoVen Capital,Private Funding,65.8966,2017,5,May,May-2017,1
2017-05-10,Fourth Ambit,Consumer Internet,Community Building platform,Bangalore,1Crowd,Angel Funding,5.1348,2017,5,May,May-2017,1
2017-05-10,Chymera VR,Technology,Advertising Platform for Virtual Reality,Bangalore,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Angel Funding,0.0,2017,5,May,May-2017,3
2017-05-11,Early Salary,Consumer Internet,Online lending platform,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Funding,34.232,2017,5,May,May-2017,2
2017-05-11,Book My Diamond,eCommerce,Diamond B2B eTailer,Mumbai,Chirag Nikunj Sheth & Others,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-11,ION Energy,Technology,Clean Tech Startup,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Angel Funding,0.0,2017,5,May,May-2017,3
2017-05-12,Legal Raasta,Consumer Internet,Legal Services to SMEs & Individuals,New Delhi,Impanix Capital,Private Funding,42.79,2017,5,May,May-2017,1
2017-05-12,Log 9 Materials,Technology,NanoTech product developer,Bangalore,GEMs,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-12,Remit Guru,Consumer Internet,Digital money transfer platform,Mumbai,"Infibeam, CCavenue",Private Funding,3.988028,2017,5,May,May-2017,2
2017-05-12,Aequm,eCommerce,Cloud ECommerce platform,Bangalore,undisclosed investors,Angel Funding,8.558,2017,5,May,May-2017,1
2017-05-15,Zapty,Technology,Project Management tool,Bangalore,IdeaSpring Capital,Angel Funding,4.279,2017,5,May,May-2017,1
2017-05-15,Vernacular.ai,Technology,Multi-lingual AI Platform for Businesses,Bangalore,Kstart Capital,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-16,Niki.ai,Technology,AI-based chatbot,Bangalore,SAP,Private Funding,0.0,2017,5,May,May-2017,1
2017-05-16,Telr,Technology,Online Payment Gateway,Mumbai,Innovations East,Private Funding,25.674,2017,5,May,May-2017,1
2017-05-16,Fynd,eCommerce,Fashion ECommerce Portal,Mumbai,Rocketship,Private Funding,4.279,2017,5,May,May-2017,1
2017-05-17,Genie,Consumer Internet,hyperlocal delivery and logistics mobile app,Chennai,undisclosed investors,Angel Funding,2.1395,2017,5,May,May-2017,1
2017-05-17,Paysense,Consumer Internet,Online Lending platform,Mumbai,Jungle Ventures,Private Funding,45.3574,2017,5,May,May-2017,1
2017-05-18,The Good Life,ECommerce,Online Luxury Tea etailer,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Angel Funding,8.558,2017,5,May,May-2017,2
2017-05-18,PumpKart,eCommerce,Online Water Pumps etailer,Chandigarh,Dr. Ritesh Malik,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-18,Paytm,ECommerce,Mobile Wallet & ECommerce platform,Bangalore,SoftBank Group,Private Funding,11981.2,2017,5,May,May-2017,1
2017-05-19,EzCred,Consumer Internet,Consumer Lending Platform,Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Angel Funding,8.558,2017,5,May,May-2017,3
2017-05-19,HealthSutra,Food & Beverage,Health Food Maker,Hyderabad,"Ankur Capital, Hyderabad Angels",Angel Funding,0.0,2017,5,May,May-2017,2
2017-05-20,YepMe,eCommerce,Private Fashion Brand etailer,New Delhi,Gokaldas Exports Ltd,Private Funding,0.0,2017,5,May,May-2017,1
2017-05-22,Delhivery,Logistics,ECommerce Logistics provider,New Delhi,Fosun International,Private Funding,256.74,2017,5,May,May-2017,1
2017-05-22,ZipGrid,Consumer Internet,"Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd",Angel Funding,4.279,2017,5,May,May-2017,2
2017-05-23,TravelSpice,ECommerce,Travel ECommerce portal,Hyderabad,Eagle10 Ventures,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-23,Magicpin,Consumer Internet,Hyperlocal discovery platform,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Funding,56.4828,2017,5,May,May-2017,3
2017-05-23,The Print,Consumer Internet,News Portal,New Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Angel Funding,0.0,2017,5,May,May-2017,6
2017-05-23,Box8,Consumer Internet,Food Delivery Platform,Mumbai,Trifecta Capital,Private Funding,8.558,2017,5,May,May-2017,1
2017-05-24,GenNext Students,Consumer Internet,Online Tutoring Services,Mumbai,Undisclosed Investors,Angel Funding,4.96364,2017,5,May,May-2017,1
2017-05-25,Aye Finance,Finance,Non-Banking Financial Company,Gurgaon,Blue Orchard,Private Funding,68.464,2017,5,May,May-2017,1
2017-05-26,WhatsLoan,Consumer Internet,Online Lending mobile app,Bangalore,Lahiri Music\\xe2\\x80\\x99s family office,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-29,Nivesh,Consumer Internet,Online MF investment platform,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",Angel Funding,0.0,2017,5,May,May-2017,3
2017-05-29,Wowflux,Technology,image Processing solution,New Delhi,Undisclosed Investors,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-29,Collateral Medical,eCommerce,Online Medical equipment supplier,Mumbai,Carpediem Capital,Private Funding,29.953,2017,5,May,May-2017,1
2017-05-30,Loadshare,Logistics,Express Logistics Network,Bangalore,Matrix Partners,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-30,SimpliLend,Consumer Internet,Online lending platform,New Delhi,Undisclosed Investors,Angel Funding,0.0,2017,5,May,May-2017,1
2017-05-30,Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Funding,12.837,2017,5,May,May-2017,3
2017-05-30,Swiggy,Consumer Internet,Online food delivery platform,Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Funding,684.64,2017,5,May,May-2017,6
2017-05-31,SastaSundar,eCommerce,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Funding,42.79,2017,5,May,May-2017,1
2017-05-31,Magicpin,Consumer Internet,Hyperlocal Discovery  & Rewards platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Funding,59.906,2017,5,May,May-2017,2
2017-04-01,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Funding,32.5204,2017,4,April,April-2017,3
2017-04-03,Eruditus,Education,Executive Education Provider,Mumbai,Bertelsmann India,Private Funding,70.1756,2017,4,April,April-2017,1
2017-04-03,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Funding,0.0,2017,4,April,April-2017,1
2017-04-03,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Funding,342.32,2017,4,April,April-2017,1
2017-04-03,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Angel Funding,0.0,2017,4,April,April-2017,1
2017-04-03,SmartCoin,Consumer Internet,Micro Lending platform,Bangalore,Unicorn India Ventures & Others,Private Funding,0.0,2017,4,April,April-2017,1
2017-04-04,WayCool,Food & Beverage,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Funding,23.1066,2017,4,April,April-2017,1
2017-04-04,Perfios,Technology,Fin-Tech Solutions,Bangalore,Bessemer Venture Partners,Private Funding,52.2038,2017,4,April,April-2017,1
2017-04-04,Whatfix,Technology,Interactive Tech-Support Guides,Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Funding,31.57902,2017,4,April,April-2017,7
2017-04-04,ElastiRun,Technology,App based Logistics & Distribution platform,Pune,"Kalaari Capital, Norwest Venture Partners",Private Funding,59.906,2017,4,April,April-2017,2
2017-04-04,Trukky,Consumer Internet,Online Truck Aggregator & Booking platform,Ahemdabad,"Keyur Joshi, Pavan Bakeri",Angel Funding,4.279,2017,4,April,April-2017,2
2017-04-04,Konsult App,Consumer Internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Angel Funding,4.279,2017,4,April,April-2017,4
2017-04-05,Credit Sudhaar,Consumer Internet,Credit Score Improvement platform,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Angel Funding,0.0,2017,4,April,April-2017,2
2017-04-05,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Funding,25.674,2017,4,April,April-2017,1
2017-04-05,DataWeave,Technology,Business Intelligence Solutions,Bangalore,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",Private Funding,0.0,2017,4,April,April-2017,4
2017-04-06,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Funding,179.718,2017,4,April,April-2017,3
2017-04-06,Mech Mocha,Consumer Internet,Mobile gaming startup,Bangalore,"Accel Partners, Shunwei Capital",Private Funding,42.79,2017,4,April,April-2017,2
2017-04-07,Startup Buddy,Consumer Internet,Startup Support Platform,Gurgaon,"YouWeCan Ventures,",Angel Funding,0.0,2017,4,April,April-2017,2
2017-04-07,QorQI,Healthcare,Online Healthcare provider,Noida,Paytm,Angel Funding,0.0,2017,4,April,April-2017,1
2017-04-07,Twenty Two Motors,Technology,Smart Scooter manufacturer,Gurgaon,"Ishwar Singh,Farhaan Shabbir",Angel Funding,0.0,2017,4,April,April-2017,2
2017-04-07,PharmEasy,eCommerce,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Funding,154.044,2017,4,April,April-2017,4
2017-04-08,WonderChef,eCommerce,Online marketplace for kitchen products,Mumbai,Labruyere Eberl\\xc3\\xa9,Private Funding,0.0,2017,4,April,April-2017,1
2017-04-08,FastFox,Consumer Internet,Online rental discovery platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Funding,39.3668,2017,4,April,April-2017,5
2017-04-10,Omnify,Technology,SaaS platform for SMEs,Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Angel Funding,1.2837,2017,4,April,April-2017,3
2017-04-10,Capital Float,Consumer Internet,Online Lending Platform for SME,Bangalore,Mahindra and Mahindra Financial Services,Private Funding,19.6834,2017,4,April,April-2017,1
2017-04-11,Ninjacart,eCommerce,B2B agri-marketing platform,Bangalore,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Funding,47.069,2017,4,April,April-2017,5
2017-04-11,MergerWare,Technology,Software solutions for M&As,Bangalore,Philippe Bouchet,Angel Funding,0.8558,2017,4,April,April-2017,1
2017-04-11,Sports Flashes,Consumer Internet,Online Sports portal & Mobile app,New Delhi,"Sushil Kumar, Sandeep Singh",Angel Funding,0.0,2017,4,April,April-2017,2
2017-04-12,Clovia,eCommerce,Online lingerie & Sleepwear etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Funding,34.232,2017,4,April,April-2017,2
2017-04-12,Emiza,Logistics,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Funding,38.511,2017,4,April,April-2017,3
2017-04-12,HackerEarth,Consumer Internet,Online Skill Assessment Platform,Bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Funding,38.511,2017,4,April,April-2017,6
2017-04-12,Squadrun,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Funding,17.9718,2017,4,April,April-2017,7
2017-04-12,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Angel Funding,0.0,2017,4,April,April-2017,3
2017-04-12,ScoutMyTrip,Consumer Internet,Online Travel planner,Mumbai,Z Nation Lab,Angel Funding,0.0,2017,4,April,April-2017,1
2017-04-13,SafetyKart,eCommerce,Safety & Hygiene Products etailer,Gurgaon,Redcliffe Capital,Private Funding,0.0,2017,4,April,April-2017,1
2017-04-13,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private Funding,65.8966,2017,4,April,April-2017,2
2017-04-14,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,SIMI Pacific Pte,Private Funding,2225.08,2017,4,April,April-2017,1
2017-04-15,Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Angel Funding,2.65298,2017,4,April,April-2017,1
2017-04-17,CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Funding,12.837,2017,4,April,April-2017,2
2017-04-17,Navia Life Care,Technology,Health Technology platform,New Delhi,Benori Ventures LLP,Angel Funding,0.0,2017,4,April,April-2017,1
2017-04-17,Raw Pressery,Food & Beverages,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Angel Funding,0.0,2017,4,April,April-2017,1
2017-04-17,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Angel Funding,1.49765,2017,4,April,April-2017,6
2017-04-17,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Angel Funding,5.30596,2017,4,April,April-2017,4
2017-04-17,Simulanis,Consumer Internet,eLearning & Skills Development plat,New Delhi,Village Capital,Angel Funding,0.0,2017,4,April,April-2017,1
2017-04-17,LendingKart,Consumer Internet,Lending platform for small businesses,Ahemdabad,Anicut Capital,Private Funding,39.7947,2017,4,April,April-2017,1
2017-04-18,Innefu Security Consulting,Technology,Cyber Security solutions using AI,New Delhi,IndiaNivesh Venture Capital Fund,Private Funding,17.116,2017,4,April,April-2017,1
2017-04-18,Whodat,Technology,Markerless AR platform,Bangalore,Ideaspring Capital,Private Funding,5.1348,2017,4,April,April-2017,1
2017-04-18,Absentia VR,Technology,Virtual Reality Startup,Bangalore,Exfinity Venture Partners,Private Funding,10.6975,2017,4,April,April-2017,1
2017-04-19,IOTrek,Technology,IoT Platform for Bus,New Delhi,Undisclosed Investor,Angel Funding,1.32649,2017,4,April,April-2017,1
2017-04-20,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Funding,25.674,2017,4,April,April-2017,2
2017-04-20,Wooplr,eCommerce,Social Commerce  Fashion platform,Bangalore,Ankit Nagori,Private Funding,0.0,2017,4,April,April-2017,1
2017-04-21,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Angel Funding,8.558,2017,4,April,April-2017,5
2017-04-24,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Funding,53.9154,2017,4,April,April-2017,5
2017-04-24,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Funding,2139.5,2017,4,April,April-2017,4
2017-04-24,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Funding,27.3856,2017,4,April,April-2017,1
2017-04-24,Niramai,Healthcare,Breast Cancer Screening Solutions,Bangalore,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Angel Funding,0.0,2017,4,April,April-2017,4
2017-04-25,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Angel Funding,2.09671,2017,4,April,April-2017,2
2017-04-25,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Funding,26.5298,2017,4,April,April-2017,1
2017-04-26,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Funding,171.16,2017,4,April,April-2017,1
2017-04-26,Myra,Consumer Internet,Online Pharmacy,Bangalore,"Times Internet,Matrix Partners",Private Funding,0.0,2017,4,April,April-2017,2
2017-04-26,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Funding,94.138,2017,4,April,April-2017,1
2017-04-26,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Angel Funding,12.837,2017,4,April,April-2017,1
2017-04-26,StalkBuyLove,eCommerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Funding,8.558,2017,4,April,April-2017,1
2017-04-26,ZipGo,Consumer Internet,Bus Pooling services platform,Bangalore,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Funding,0.0,2017,4,April,April-2017,3
2017-04-27,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Funding,30.8088,2017,4,April,April-2017,2
2017-04-27,Autobix,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Angel Funding,0.0,2017,4,April,April-2017,1
2017-04-27,eShiksha,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Angel Funding,0.0,2017,4,April,April-2017,1
2017-04-27,iNurture,Consumer Internet,Online Educational courses,Bangalore,BlackSoil Capital Pvt. Ltd,Private Funding,12.837,2017,4,April,April-2017,1
2017-04-28,Sepalika,Consumer Internet,Healthcare related content platform,New Delhi,Accel Partners,Angel Funding,6.4185,2017,4,April,April-2017,1
2017-04-28,Mintwalk,Consumer Internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Angel Funding,0.0,2017,4,April,April-2017,1
2017-04-29,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Funding,0.0,2017,4,April,April-2017,1
2017-03-01,Ola,Consumer Internet,App based cab aggregator,Bangalore,SoftBank Group Corp,Private Funding,2824.14,2017,3,March,March-2017,1
2017-03-01,Belong,Consumer Internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Funding,85.58,2017,3,March,March-2017,1
2017-03-01,Seenit,Consumer Internet,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Angel Funding,0.0,2017,3,March,March-2017,2
2017-03-01,Paalak,ECommerce,Fresh Produce Selling portal,New Delhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Angel Funding,0.0,2017,3,March,March-2017,5
2017-03-02,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Funding,12.837,2017,3,March,March-2017,4
2017-03-02,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Angel Funding,4.279,2017,3,March,March-2017,1
2017-03-02,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Funding,21.395,2017,3,March,March-2017,1
2017-03-02,Kreate Konnect,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Angel Funding,0.0,2017,3,March,March-2017,1
2017-03-02,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Funding,65.0408,2017,3,March,March-2017,1
2017-03-03,Lets Endorse,Consumer Internet,Online Ecosystem of social innovators,Bangalore,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Angel Funding,0.0,2017,3,March,March-2017,2
2017-03-03,Tydy,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Angel Funding,2.35345,2017,3,March,March-2017,3
2017-03-03,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Angel Funding,0.0,2017,3,March,March-2017,3
2017-03-03,Oho Shop,Technology,eCommerce Mobile App Builder,Ahemdabad,"Bennett, Coleman and Company Ltd",Private Funding,57.3386,2017,3,March,March-2017,2
2017-03-03,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Angel Funding,0.0,2017,3,March,March-2017,1
2017-03-03,Paytm Marketplace,ECommerce,ECommerce Marketplace,Bangalore,Alibaba,Private Funding,1711.6,2017,3,March,March-2017,1
2017-03-04,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Funding,166.881,2017,3,March,March-2017,1
2017-03-06,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Angel Funding,10.2696,2017,3,March,March-2017,1
2017-03-06,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Angel Funding,1.2837,2017,3,March,March-2017,2
2017-03-06,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Funding,15.31882,2017,3,March,March-2017,1
2017-03-07,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Funding,85.58,2017,3,March,March-2017,1
2017-03-07,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Star India Pvt Ltd,Private Funding,85.58,2017,3,March,March-2017,1
2017-03-07,Data Resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Funding,8.558,2017,3,March,March-2017,1
2017-03-07,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Angel Funding,0.25674,2017,3,March,March-2017,1
2017-03-07,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Funding,31.2367,2017,3,March,March-2017,4
2017-03-08,Rivigo,Logistics,Technology Enabled Logistics Company,Gurgaon,Private Sector Banks (Debt Funding),Private Funding,128.37,2017,3,March,March-2017,1
2017-03-08,PipeCandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Angel Funding,9.4138,2017,3,March,March-2017,4
2017-03-08,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Angel Funding,1.02696,2017,3,March,March-2017,1
2017-03-08,Parentune,Consumer Internet,Online Community for Parents,Gurgaon,"Kae Capital, SEGNEL Ventures",Private Funding,0.0,2017,3,March,March-2017,2
2017-03-09,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bangalore,Deepak Gurnani,Angel Funding,4.279,2017,3,March,March-2017,1
2017-03-09,MagicBricks,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Funding,38.511,2017,3,March,March-2017,1
2017-03-10,PeeBuddy,Healthcare,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Angel Funding,3.791194,2017,3,March,March-2017,1
2017-03-10,iOrderFresh,ECommerce,Online fresh fruits and grocery store,New Delhi,Singapore Angel Network,Angel Funding,0.0,2017,3,March,March-2017,1
2017-03-10,Lavelle Networks,Technology,SDN Solutions,Bangalore,Ideaspring Capital,Angel Funding,5.1348,2017,3,March,March-2017,1
2017-03-10,PropertyShare,Consumer Internet,Fractional Proerty Ownership & Rental platform,Bangalore,"Asuka, Pravega Ventures, BEENEXT",Angel Funding,0.0,2017,3,March,March-2017,3
2017-03-14,MyDermacy,Consumer Internet,Online Dermatology consultation platform,New Delhi,Cyber Carrier,Private Funding,0.0,2017,3,March,March-2017,1
2017-03-15,LatestOne,eCommerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Funding,28.6693,2017,3,March,March-2017,4
2017-03-15,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Angel Funding,0.8558,2017,3,March,March-2017,1
2017-03-16,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Funding,11.5533,2017,3,March,March-2017,4
2017-03-16,ShilpMIS,Technology,Virtual Reality platform,Surat,"Puneet Gupta, Nimitt Desai & Others",Angel Funding,0.0,2017,3,March,March-2017,2
2017-03-16,POPxo,Consumer Internet,Digital Media publication for women,New Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Funding,26.5298,2017,3,March,March-2017,5
